Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
LP000807,41500,0,Business Owner,28,Divorced,0,726,2,0.282,21100,166500,111000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000808,27200,18600,Business Owner,38,Married,1,716,0,0.352,29000,183600,153000,240,Debt Consolidation,Urban,Postgraduate,Female,Private Sector,Y
LP000809,77100,27600,Employed,25,Married,1,803,0,0.378,29100,350000,175000,360,Business,Rural,Graduate,Male,Self-Employed,Y
LP000810,21200,0,Employed,46,Married,0,780,2,0.448,13300,76800,64000,240,Business,Rural,High School,Female,Self-Employed,Y
LP000811,32500,13300,Self-Employed,50,Married,1,625,2,0.169,18000,0,188000,360,Education,Semiurban,Graduate,Male,Private Sector,N
LP000812,27900,20000,Employed,33,Married,0,745,0,0.264,24400,0,103000,360,Education,Urban,High School,Male,Private Sector,Y
LP000813,86500,0,Business Owner,39,Married,1,603,2,0.363,6000,0,240000,360,Home Purchase,Semiurban,Postgraduate,Female,Government,N
LP000814,40900,14100,Self-Employed,49,Married,1,735,1,0.397,18700,0,238000,240,Debt Consolidation,Semiurban,Postgraduate,Male,MNC,N
LP000815,67400,0,Self-Employed,23,Married,1,638,1,0.539,2500,225600,188000,240,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000816,14900,0,Employed,46,Married,2,598,2,0.416,19600,0,38000,180,Education,Rural,Postgraduate,Male,Government,N
LP000817,42600,0,Employed,60,Married,0,702,1,0.314,26500,0,120000,360,Home Purchase,Urban,Graduate,Female,PSU,Y
LP000818,61900,9900,Contract,32,Divorced,2,466,0,0.231,18900,0,220000,240,Business,Urban,Graduate,Male,Private Sector,N
LP000819,38200,13200,Employed,22,Married,1,539,0,0.264,8700,262500,175000,180,Home Purchase,Urban,Graduate,Male,Self-Employed,N
LP000820,68800,0,Self-Employed,31,Married,1,665,1,0.261,19000,321600,268000,240,Home Purchase,Rural,High School,Female,PSU,N
LP000821,26600,0,Employed,64,Married,1,686,1,0.386,47700,60800,76000,180,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,N
LP000822,84600,6000,Self-Employed,48,Married,0,650,2,0.346,44800,537000,358000,240,Home Purchase,Urban,Graduate,Female,MNC,Y
LP000823,144300,0,Employed,38,Single,2,553,2,0.188,12000,0,447000,240,Education,Urban,Postgraduate,Male,Private Sector,N
LP000824,29200,34100,Employed,33,Married,1,614,1,0.276,15300,318000,159000,240,Home Purchase,Urban,Graduate,Female,MNC,N
LP000825,27800,25000,Employed,57,Single,0,711,2,0.408,38500,219600,183000,120,Debt Consolidation,Urban,High School,Male,MNC,Y
LP000826,86900,10200,Self-Employed,42,Married,0,726,0,0.355,4900,0,355000,360,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,Y
LP000827,93700,16300,Self-Employed,32,Married,0,678,0,0.377,11700,418800,349000,360,Home Purchase,Urban,Postgraduate,Female,MNC,Y
LP000828,26500,0,Employed,22,Single,3,772,2,0.358,50000,66000,44000,360,Home Purchase,Urban,Graduate,Female,MNC,Y
LP000829,28200,24300,Employed,57,Married,2,711,0,0.483,34500,127200,106000,240,Home Purchase,Rural,High School,Male,Private Sector,Y
LP000830,30700,25200,Self-Employed,27,Married,0,620,0,0.344,18500,198000,132000,360,Education,Semiurban,High School,Male,Private Sector,Y
LP000831,16200,12500,Employed,46,Married,0,657,1,0.281,4400,0,67000,240,Debt Consolidation,Semiurban,Postgraduate,Female,Private Sector,N
LP000832,20900,0,Employed,46,Single,1,567,1,0.228,12100,59200,74000,180,Home Purchase,Urban,Graduate,Male,Government,N
LP000833,19900,22700,Employed,44,Married,2,671,2,0.345,9300,0,66000,180,Debt Consolidation,Urban,Postgraduate,Male,PSU,Y
LP000834,22900,0,Employed,32,Single,0,768,0,0.076,22300,0,86000,240,Home Purchase,Semiurban,Postgraduate,Female,MNC,Y
LP000835,35600,0,Employed,36,Married,0,734,0,0.302,8600,0,82000,180,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000836,41800,0,Employed,43,Single,2,792,0,0.299,7800,204000,102000,360,Debt Consolidation,Urban,Graduate,Female,Government,Y
LP000837,92100,18800,Employed,60,Married,0,655,1,0.184,2800,0,342000,120,Home Purchase,Rural,Graduate,Male,Private Sector,N
LP000838,20000,36500,Employed,29,Single,0,787,1,0.227,46600,145200,121000,240,Home Improvement,Rural,Postgraduate,Female,Private Sector,Y
LP000839,65600,22100,Employed,52,Married,3,664,1,0.401,10700,436800,364000,240,Debt Consolidation,Urban,Graduate,Female,Government,N
LP000840,31900,11700,Employed,35,Single,1,797,2,0.343,20100,115500,77000,240,Business,Urban,Graduate,Male,Government,Y
LP000841,35300,0,Employed,57,Married,0,678,3,0.33,15100,200000,100000,240,Education,Rural,Postgraduate,Female,Government,Y
LP000842,54400,25600,Business Owner,33,Married,0,736,0,0.351,7000,486000,324000,180,Home Purchase,Urban,Graduate,Male,PSU,Y
LP000843,18500,0,Employed,25,Married,0,798,1,0.329,6500,124000,62000,360,Home Purchase,Semiurban,Graduate,Female,Government,Y
LP000844,45700,14200,Employed,31,Married,0,664,1,0.444,6600,213000,142000,240,Home Purchase,Rural,Graduate,Female,Government,N
LP000845,40100,20900,Employed,30,Married,2,697,3,0.332,8700,336000,168000,240,Home Purchase,Rural,High School,Male,Private Sector,Y
LP000846,48800,22700,Employed,33,Divorced,1,783,4,0.174,23400,310800,259000,360,Business,Semiurban,Postgraduate,Female,PSU,Y
LP000847,43200,19900,Employed,61,Divorced,2,669,0,0.483,7900,0,279000,360,Business,Urban,Graduate,Male,MNC,N
LP000848,158400,0,Employed,35,Married,3,574,2,0.357,51700,794400,662000,360,Debt Consolidation,Urban,High School,Female,Self-Employed,Y
LP000849,24800,42200,Business Owner,62,Single,1,850,1,0.261,43000,202800,169000,360,Debt Consolidation,Rural,Graduate,Male,Private Sector,Y
LP000850,26400,30800,Employed,27,Married,0,642,0,0.195,27300,205600,257000,240,Home Purchase,Rural,High School,Female,Government,N
LP000851,25000,19800,Contract,60,Married,1,692,0,0.36,14000,54400,68000,240,Debt Consolidation,Semiurban,Graduate,Female,Government,Y
LP000852,26000,0,Employed,48,Single,3,772,1,0.308,57700,49200,41000,360,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000853,24800,10800,Employed,52,Single,2,631,1,0.477,11800,282000,141000,360,Debt Consolidation,Semiurban,Graduate,Female,MNC,N
LP000854,74100,22000,Employed,55,Divorced,0,599,0,0.285,13000,0,202000,180,Home Purchase,Semiurban,Graduate,Male,Self-Employed,N
LP000855,85200,0,Employed,35,Married,2,700,1,0.236,17900,214500,143000,240,Home Improvement,Rural,Graduate,Male,Private Sector,Y
LP000856,25800,0,Employed,56,Single,1,536,0,0.41,20900,68400,57000,360,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,N
LP000857,22000,11800,Self-Employed,41,Married,3,656,1,0.413,24300,188000,94000,240,Debt Consolidation,Semiurban,High School,Male,MNC,N
LP000858,48200,13000,Employed,26,Married,0,699,0,0.337,10600,452000,226000,240,Debt Consolidation,Urban,Graduate,Male,Private Sector,Y
LP000859,26100,0,Contract,21,Married,1,658,0,0.388,9600,132000,88000,240,Home Purchase,Semiurban,Graduate,Male,Government,N
LP000860,53100,0,Business Owner,24,Divorced,2,556,1,0.316,20700,141600,118000,360,Home Improvement,Semiurban,Graduate,Male,MNC,Y
LP000861,41000,0,Employed,31,Single,1,807,0,0.343,31800,0,123000,360,Education,Urban,Graduate,Male,Private Sector,Y
LP000862,14600,0,Employed,64,Single,1,688,1,0.436,11200,74400,62000,240,Home Purchase,Rural,Postgraduate,Male,MNC,Y
LP000863,91900,18200,Employed,46,Married,0,794,0,0.383,5000,651000,434000,180,Education,Semiurban,Graduate,Female,Government,Y
LP000864,106700,28300,Employed,57,Married,0,659,1,0.303,12400,499500,333000,180,Debt Consolidation,Rural,Postgraduate,Female,Self-Employed,N
LP000865,25100,11500,Employed,43,Married,0,609,0,0.455,22300,244500,163000,120,Home Improvement,Urban,Graduate,Male,MNC,N
LP000866,28800,38500,Employed,49,Married,3,701,1,0.084,66200,0,244000,240,Business,Semiurban,Graduate,Female,Self-Employed,Y
LP000867,43100,0,Employed,41,Married,0,662,2,0.525,5700,87600,73000,240,Debt Consolidation,Urban,Graduate,Female,Private Sector,N
LP000868,44400,30200,Employed,47,Single,1,585,0,0.149,9300,96000,120000,180,Business,Rural,Graduate,Female,Private Sector,N
LP000869,53900,13000,Unemployed,59,Married,2,797,1,0.257,13000,0,134000,360,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000870,121300,27600,Self-Employed,60,Married,0,630,0,0.316,41500,0,548000,360,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,N
LP000871,32700,10400,Contract,33,Married,1,532,1,0.305,11500,0,88000,180,Home Improvement,Rural,Graduate,Female,Self-Employed,N
LP000872,22500,0,Employed,43,Married,2,786,0,0.421,8500,102000,68000,240,Education,Urban,Graduate,Female,Government,Y
LP000873,15900,19700,Employed,36,Married,2,639,1,0.214,22200,50400,63000,360,Education,Rural,Postgraduate,Male,Self-Employed,N
LP000874,23400,0,Employed,50,Divorced,1,631,1,0.346,10200,80000,100000,240,Home Improvement,Rural,Graduate,Male,Private Sector,N
LP000875,35600,10000,Employed,24,Married,2,538,3,0.262,4500,230000,115000,360,Debt Consolidation,Urban,Postgraduate,Female,Private Sector,N
LP000876,106600,0,Employed,60,Single,0,819,1,0.35,8900,360000,450000,240,Home Purchase,Urban,Graduate,Female,Self-Employed,Y
LP000877,26600,0,Self-Employed,36,Married,3,576,1,0.314,51300,0,115000,360,Personal,Urban,Graduate,Female,Private Sector,N
LP000878,41500,11200,Self-Employed,51,Married,0,684,1,0.329,20700,64000,80000,360,Home Purchase,Urban,High School,Male,MNC,Y
LP000879,36000,0,Employed,62,Married,2,753,3,0.265,18300,0,104000,360,Home Improvement,Rural,Postgraduate,Male,Private Sector,Y
LP000880,74100,9100,Employed,45,Single,0,713,2,0.269,13000,0,131000,360,Debt Consolidation,Rural,Graduate,Male,Self-Employed,Y
LP000881,165400,0,Employed,64,Single,3,675,0,0.349,19000,0,699000,360,Home Improvement,Urban,Graduate,Male,Government,Y
LP000882,26400,9700,Employed,32,Married,2,543,2,0.414,15100,132000,110000,240,Home Purchase,Semiurban,High School,Male,MNC,N
LP000883,27100,23800,Employed,46,Married,2,615,1,0.26,17300,0,88000,180,Personal,Semiurban,Graduate,Female,Private Sector,N
LP000884,67900,24700,Employed,57,Married,0,695,2,0.233,17000,136000,170000,240,Debt Consolidation,Urban,Graduate,Male,Government,Y
LP000885,54700,0,Employed,53,Married,1,617,2,0.381,27500,217500,145000,360,Education,Urban,Postgraduate,Female,Self-Employed,N
LP000886,110000,0,Contract,48,Divorced,1,696,0,0.317,15800,570000,475000,360,Home Purchase,Urban,Postgraduate,Male,Self-Employed,Y
LP000887,51600,0,Employed,29,Married,2,734,2,0.403,7500,370000,185000,180,Debt Consolidation,Semiurban,Postgraduate,Male,Private Sector,N
LP000888,29300,0,Self-Employed,32,Married,0,757,0,0.229,10300,144000,120000,120,Home Improvement,Semiurban,Postgraduate,Male,Private Sector,Y
LP000889,51800,10900,Employed,25,Married,3,581,0,0.142,2700,130400,163000,360,Home Improvement,Semiurban,Postgraduate,Male,Private Sector,N
LP000890,70600,6800,Employed,48,Married,2,850,0,0.267,95800,189000,126000,180,Education,Urban,Postgraduate,Female,Private Sector,Y
LP000891,59400,21500,Employed,55,Married,0,741,2,0.243,32900,0,358000,240,Home Purchase,Rural,Postgraduate,Male,MNC,Y
LP000892,49200,8200,Employed,25,Married,2,679,0,0.312,7800,0,89000,360,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000893,68900,18900,Employed,54,Single,1,767,0,0.256,13600,457200,381000,240,Debt Consolidation,Rural,Graduate,Male,Private Sector,Y
LP000894,73200,15800,Self-Employed,54,Single,1,850,2,0.394,11400,278400,232000,120,Home Purchase,Semiurban,Postgraduate,Male,MNC,Y
LP000895,83200,0,Self-Employed,33,Married,0,564,0,0.291,43100,190500,127000,180,Personal,Rural,High School,Female,Government,N
LP000896,53600,15500,Employed,59,Single,1,661,0,0.335,4700,494000,247000,180,Home Purchase,Rural,Graduate,Male,MNC,N
LP000897,32900,15300,Employed,62,Married,2,489,0,0.336,11900,171200,214000,180,Debt Consolidation,Semiurban,Graduate,Female,PSU,N
LP000898,39700,26000,Contract,34,Married,1,695,1,0.339,14200,346800,289000,240,Home Purchase,Urban,High School,Female,Private Sector,Y
LP000899,74900,0,Employed,31,Married,1,709,1,0.318,30600,178800,149000,240,Debt Consolidation,Rural,Postgraduate,Male,MNC,Y
LP000900,22200,0,Employed,62,Married,2,676,0,0.371,13900,90000,45000,180,Home Purchase,Semiurban,Graduate,Male,Private Sector,Y
LP000901,45300,22800,Employed,58,Married,2,627,3,0.24,3400,327000,218000,120,Home Purchase,Rural,Postgraduate,Female,Private Sector,Y
LP000902,28700,8400,Self-Employed,24,Married,0,516,2,0.46,9400,254000,127000,180,Home Purchase,Rural,Doctorate,Female,Private Sector,N
LP000903,36900,26300,Unemployed,53,Married,2,709,0,0.296,7300,188000,235000,360,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,N
LP000904,78200,0,Employed,27,Divorced,1,796,0,0.189,18900,240000,160000,240,Personal,Urban,Postgraduate,Male,Private Sector,Y
LP000905,40700,10800,Business Owner,61,Married,0,632,1,0.339,44300,180000,225000,360,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000906,37300,0,Business Owner,28,Married,0,715,1,0.235,4000,0,127000,360,Debt Consolidation,Rural,High School,Male,Self-Employed,Y
LP000907,16100,0,Employed,57,Married,1,554,0,0.387,6500,130000,65000,240,Personal,Urban,Graduate,Male,MNC,N
LP000908,56800,0,Employed,30,Married,2,716,0,0.541,10200,0,177000,360,Business,Urban,High School,Male,PSU,N
LP000909,53500,21300,Employed,63,Married,0,648,2,0.241,10600,410000,205000,180,Personal,Semiurban,Graduate,Male,Government,N
LP000910,133000,36900,Contract,35,Single,2,619,0,0.353,24900,0,753000,360,Personal,Semiurban,Graduate,Male,Private Sector,N
LP000911,30200,0,Employed,58,Married,0,619,1,0.144,12000,147000,98000,180,Debt Consolidation,Urban,Graduate,Male,Private Sector,N
LP000912,41400,9400,Self-Employed,35,Married,1,648,2,0.365,20100,166400,208000,360,Home Improvement,Urban,Graduate,Female,Private Sector,N
LP000913,42200,0,Employed,25,Married,3,710,1,0.231,9600,147200,184000,120,Home Purchase,Semiurban,Postgraduate,Female,Private Sector,Y
LP000914,93600,35000,Self-Employed,49,Married,2,575,0,0.258,15400,0,453000,360,Debt Consolidation,Urban,High School,Female,MNC,N
LP000915,34300,21900,Employed,39,Married,0,648,1,0.21,26900,212400,177000,120,Business,Rural,Postgraduate,Male,Government,N
LP000916,42900,31100,Employed,30,Married,1,676,0,0.393,8400,89600,112000,360,Debt Consolidation,Urban,High School,Female,Private Sector,N
LP000917,52300,0,Business Owner,32,Married,0,592,2,0.421,24600,102000,85000,240,Home Improvement,Rural,Graduate,Male,Private Sector,N
LP000918,40600,30100,Business Owner,24,Married,1,823,1,0.322,19100,0,149000,360,Home Improvement,Rural,Postgraduate,Female,Private Sector,Y
LP000919,27800,20400,Business Owner,51,Married,2,611,2,0.234,31400,0,99000,240,Home Purchase,Semiurban,High School,Male,Private Sector,N
LP000920,40800,0,Employed,38,Divorced,2,626,3,0.479,11900,0,92000,240,Education,Urban,Postgraduate,Male,Private Sector,N
LP000921,69200,19400,Self-Employed,36,Married,0,601,3,0.245,18200,256800,214000,360,Debt Consolidation,Semiurban,Graduate,Female,MNC,Y
LP000922,19600,0,Employed,60,Single,3,823,3,0.104,17700,76500,51000,360,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000923,39300,15100,Employed,56,Single,1,724,1,0.366,14900,225000,150000,120,Business,Urban,Postgraduate,Female,MNC,Y
LP000924,23900,0,Employed,45,Married,0,605,1,0.21,16600,0,43000,360,Debt Consolidation,Rural,Graduate,Male,Private Sector,N
LP000925,74400,12000,Employed,43,Married,1,768,1,0.419,26300,169200,141000,360,Business,Semiurban,Postgraduate,Male,Private Sector,Y
LP000926,14600,38800,Employed,32,Married,1,696,1,0.282,5700,282000,188000,360,Debt Consolidation,Rural,High School,Male,MNC,Y
LP000927,26000,0,Unemployed,54,Single,1,700,2,0.38,49100,64800,81000,240,Home Purchase,Urban,Graduate,Female,Government,N
LP000928,45500,0,Employed,56,Married,1,652,0,0.46,3300,154800,129000,240,Business,Urban,Postgraduate,Male,Private Sector,N
LP000929,92900,0,Self-Employed,57,Single,1,620,3,0.199,8000,379200,316000,360,Debt Consolidation,Rural,Postgraduate,Female,Self-Employed,N
LP000930,34900,6300,Employed,23,Divorced,0,707,2,0.263,14600,0,164000,240,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000931,26000,0,Employed,29,Single,2,636,3,0.312,19700,0,72000,240,Home Purchase,Semiurban,Graduate,Female,Private Sector,N
LP000932,112300,28100,Employed,38,Married,1,825,2,0.474,64800,0,481000,120,Education,Semiurban,High School,Male,MNC,Y
LP000933,15200,0,Contract,63,Married,0,578,0,0.254,2900,79200,66000,180,Home Purchase,Urban,Graduate,Male,MNC,N
LP000934,9700,0,Business Owner,55,Single,2,802,0,0.261,11900,0,39000,360,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000935,47300,47900,Business Owner,54,Married,3,671,0,0.368,2700,0,264000,360,Home Purchase,Urban,High School,Male,Private Sector,N
LP000936,26900,0,Unemployed,61,Married,3,703,0,0.262,16100,73600,92000,240,Home Improvement,Semiurban,Postgraduate,Male,Self-Employed,Y
LP000937,19700,10600,Employed,34,Single,0,746,1,0.335,20600,0,62000,180,Education,Semiurban,High School,Male,Private Sector,Y
LP000938,55500,37800,Employed,24,Married,0,629,2,0.165,50000,0,297000,240,Home Purchase,Rural,Graduate,Male,Private Sector,N
LP000939,42000,48100,Self-Employed,49,Single,1,749,2,0.541,18400,800000,400000,240,Debt Consolidation,Semiurban,Graduate,Male,Government,Y
LP000940,25900,18100,Employed,61,Single,0,463,1,0.185,23800,0,134000,240,Business,Urban,High School,Male,Self-Employed,N
LP000941,16800,29900,Employed,35,Married,3,622,0,0.288,22100,240000,200000,360,Business,Semiurban,Graduate,Male,Private Sector,Y
LP000942,61300,0,Employed,48,Divorced,0,606,0,0.317,9500,133600,167000,360,Debt Consolidation,Urban,Postgraduate,Male,MNC,N
LP000943,53600,0,Employed,62,Married,0,579,0,0.511,4200,289200,241000,120,Home Improvement,Urban,Postgraduate,Female,Government,N
LP000944,34200,0,Employed,36,Married,1,662,1,0.188,18400,133200,111000,360,Business,Urban,Postgraduate,Female,Private Sector,Y
LP000945,110000,33400,Employed,32,Married,0,710,1,0.518,4800,0,233000,240,Business,Semiurban,Graduate,Male,MNC,N
LP000946,19100,0,Employed,25,Married,2,736,0,0.396,46200,93000,62000,360,Business,Urban,Postgraduate,Female,PSU,Y
LP000947,14500,23900,Employed,54,Married,1,699,0,0.362,13700,106800,89000,180,Home Purchase,Semiurban,High School,Female,Private Sector,Y
LP000948,24000,11600,Employed,62,Married,0,626,0,0.222,36300,85500,57000,360,Personal,Rural,Graduate,Male,Private Sector,N
LP000949,35300,48700,Employed,21,Married,0,709,1,0.377,10800,399600,333000,180,Debt Consolidation,Semiurban,Graduate,Male,Self-Employed,Y
LP000950,42000,13800,Self-Employed,59,Married,1,689,1,0.248,19000,260000,130000,240,Home Purchase,Urban,Graduate,Female,MNC,Y
LP000951,31400,0,Employed,52,Single,0,754,1,0.447,19800,183000,122000,120,Home Purchase,Urban,Graduate,Female,Private Sector,Y
LP000952,44900,21400,Employed,46,Single,1,742,1,0.223,15900,314000,157000,180,Home Purchase,Semiurban,High School,Female,Government,Y
LP000953,17100,39200,Self-Employed,37,Married,1,682,3,0.309,10700,140400,117000,120,Home Purchase,Rural,High School,Female,MNC,Y
LP000954,86400,0,Employed,47,Married,2,608,0,0.264,18500,458400,382000,180,Home Purchase,Urban,Doctorate,Male,MNC,Y
LP000955,34600,0,Employed,44,Married,3,627,1,0.221,6700,133500,89000,180,Home Purchase,Rural,Postgraduate,Male,Self-Employed,Y
LP000956,71000,22700,Self-Employed,55,Married,3,636,2,0.394,5400,465000,310000,360,Home Improvement,Semiurban,Postgraduate,Male,Private Sector,N
LP000957,44600,18400,Employed,62,Single,3,654,1,0.374,39400,420000,210000,120,Home Purchase,Semiurban,Graduate,Male,Private Sector,N
LP000958,47800,23800,Self-Employed,59,Single,0,701,3,0.441,27900,182400,228000,360,Home Purchase,Rural,Postgraduate,Male,Government,N
LP000959,51100,5100,Self-Employed,46,Married,0,737,1,0.142,17300,358500,239000,180,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000960,47500,15500,Self-Employed,58,Married,0,675,1,0.426,56900,0,222000,360,Home Purchase,Rural,High School,Male,Government,Y
LP000961,53400,20300,Employed,43,Married,2,681,0,0.571,12200,240000,200000,360,Home Purchase,Urban,High School,Male,Private Sector,N
LP000962,80600,0,Employed,42,Married,3,691,1,0.275,44300,0,329000,180,Debt Consolidation,Semiurban,High School,Male,Private Sector,Y
LP000963,40900,0,Employed,24,Married,2,638,0,0.51,16300,67200,84000,360,Personal,Semiurban,High School,Male,Government,N
LP000964,55600,0,Employed,29,Divorced,0,605,0,0.294,5900,348000,174000,120,Education,Urban,High School,Male,MNC,N
LP000965,34400,43400,Employed,24,Single,3,539,1,0.183,52600,0,339000,360,Education,Semiurban,Graduate,Male,MNC,N
LP000966,86200,39600,Employed,27,Married,1,624,1,0.289,30700,510000,425000,240,Home Purchase,Urban,High School,Female,Government,N
LP000967,24200,14300,Employed,43,Married,0,717,0,0.425,14500,182400,152000,120,Home Purchase,Urban,Postgraduate,Female,Private Sector,Y
LP000968,107000,0,Employed,22,Single,1,623,1,0.236,24800,0,370000,240,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000969,35500,17400,Employed,44,Married,0,660,1,0.26,10600,170400,213000,120,Business,Semiurban,Graduate,Male,MNC,N
LP000970,15400,14400,Employed,60,Married,1,717,0,0.379,31000,154800,129000,240,Home Purchase,Rural,Postgraduate,Female,Private Sector,Y
LP000971,39200,19900,Self-Employed,51,Married,0,721,1,0.32,2400,0,137000,360,Debt Consolidation,Semiurban,Graduate,Male,MNC,Y
LP000972,24100,12300,Employed,51,Single,1,593,2,0.378,5800,109500,73000,240,Home Purchase,Semiurban,Graduate,Female,Government,N
LP000973,60100,0,Employed,60,Married,1,759,1,0.344,37000,354000,177000,240,Home Purchase,Urban,Postgraduate,Male,Private Sector,Y
LP000974,24500,24600,Contract,63,Single,2,770,1,0.368,14000,0,177000,180,Personal,Rural,High School,Female,MNC,Y
LP000975,27800,0,Employed,54,Single,2,589,0,0.277,15500,0,61000,180,Business,Semiurban,Postgraduate,Female,Private Sector,N
LP000976,11700,0,Employed,44,Single,1,614,1,0.343,4700,21600,18000,180,Business,Rural,Graduate,Female,Government,N
LP000977,27700,28200,Employed,46,Single,2,775,3,0.227,75700,169200,141000,360,Debt Consolidation,Rural,Graduate,Male,Private Sector,Y
LP000978,8500,13200,Self-Employed,36,Married,3,668,1,0.449,38600,76800,96000,180,Education,Urban,Graduate,Female,Private Sector,N
LP000979,14000,20500,Employed,33,Married,0,502,0,0.257,9500,0,124000,240,Home Improvement,Semiurban,Graduate,Female,Government,N
LP000980,57300,27200,Employed,35,Single,1,568,1,0.433,9100,273600,228000,240,Education,Rural,Graduate,Female,Government,N
LP000981,58200,17700,Employed,47,Single,0,660,2,0.297,33500,316000,158000,180,Home Purchase,Urban,Doctorate,Male,MNC,Y
LP000982,46900,22600,Business Owner,24,Married,0,586,0,0.34,63700,142400,178000,360,Debt Consolidation,Semiurban,Postgraduate,Female,MNC,N
LP000983,20300,13900,Employed,36,Married,2,646,4,0.271,30800,82800,69000,240,Home Improvement,Rural,Graduate,Male,MNC,N
LP000984,35300,0,Employed,50,Single,2,682,3,0.218,86300,128000,64000,240,Home Purchase,Urban,Graduate,Male,Private Sector,Y
LP000985,36200,0,Business Owner,64,Single,0,796,0,0.146,8500,183600,153000,240,Education,Rural,Graduate,Male,Government,Y
LP000986,18100,0,Employed,50,Married,2,656,3,0.214,7600,97200,81000,240,Personal,Rural,Graduate,Male,Government,N
LP000987,89500,16500,Business Owner,56,Married,2,765,1,0.288,6600,253200,211000,240,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,Y
LP000988,61500,0,Employed,23,Married,3,794,2,0.341,25200,204000,102000,240,Home Purchase,Urban,High School,Female,Government,Y
LP000989,31800,0,Business Owner,42,Married,0,794,1,0.421,20300,94800,79000,360,Debt Consolidation,Urban,Graduate,Male,Self-Employed,Y
LP000990,36900,0,Employed,42,Married,3,702,1,0.275,13800,159000,106000,120,Business,Urban,Graduate,Female,Private Sector,Y
LP000991,41200,15900,Self-Employed,32,Married,0,522,1,0.232,22200,145200,121000,240,Home Improvement,Rural,Graduate,Female,Self-Employed,Y
LP000992,10700,0,Business Owner,41,Married,1,716,2,0.176,42700,31200,26000,120,Home Purchase,Rural,Postgraduate,Male,Private Sector,Y
LP000993,31300,17500,Employed,24,Married,0,763,0,0.368,5000,82400,103000,180,Debt Consolidation,Semiurban,Graduate,Female,Private Sector,Y
LP000994,24100,0,Employed,51,Single,0,673,1,0.458,9300,73600,92000,240,Home Purchase,Urban,Graduate,Male,Private Sector,N
LP000995,19900,27900,Employed,64,Single,2,819,0,0.447,35100,261000,174000,360,Business,Urban,Graduate,Male,Government,Y
LP000996,30700,0,Employed,51,Married,1,748,0,0.391,11500,84000,105000,360,Home Purchase,Semiurban,Postgraduate,Male,Private Sector,Y
LP000997,106800,0,Employed,43,Married,0,725,0,0.384,8500,340800,284000,120,Debt Consolidation,Semiurban,Graduate,Male,Self-Employed,Y
LP000998,53300,10700,Employed,40,Single,0,766,1,0.49,38500,0,271000,240,Business,Rural,Graduate,Male,MNC,Y
LP000999,25800,0,Employed,35,Married,2,706,0,0.353,5600,171000,114000,240,Home Purchase,Semiurban,Graduate,Female,MNC,Y
LP001000,51200,0,Employed,43,Divorced,0,480,0,0.385,8400,0,103000,180,Home Purchase,Rural,Graduate,Female,Government,N
